"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"RB","Derrick Coleman",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"RB","Terron Ward",3000,"ATL@CHI 01:00PM ET",3.440,"ATL"
"RB","Brian Hill",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"RB","Tyler Renew",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"WR","Marvin Hall",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"WR","Nick Williams",3000,"ATL@CHI 01:00PM ET",5.450,"ATL"
"WR","Justin Hardy",3000,"ATL@CHI 01:00PM ET",3.839,"ATL"
"WR","B.J. Daniels",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"WR","Andre Roberts",3000,"ATL@CHI 01:00PM ET",2.929,"ATL"
"WR","Bra'Lon Cherry",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"WR","Reggie Davis",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"WR","Josh Magee",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"WR","Deante Burton",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"WR","Reginald Davis III",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"WR","Anthony Dable",3000,"ATL@CHI 01:00PM ET",0,"ATL"
"TE","Austin Hooper",3000,"ATL@CHI 01:00PM ET",4.400,"ATL"
"RB","Ka'Deem Carey",3000,"ATL@CHI 01:00PM ET",1.777,"CHI"
"RB","Michael Burton",3000,"ATL@CHI 01:00PM ET",0.000,"CHI"
"RB","Josh Rounds",3000,"ATL@CHI 01:00PM ET",0,"CHI"
"RB","Tarik Cohen",3000,"ATL@CHI 01:00PM ET",0,"CHI"
"RB","Freddie Stevenson",3000,"ATL@CHI 01:00PM ET",0,"CHI"
"WR","Tanner Gentry",3000,"ATL@CHI 01:00PM ET",0,"CHI"
"WR","Josh Bellamy",3000,"ATL@CHI 01:00PM ET",3.556,"CHI"
"WR","Titus Davis",3000,"ATL@CHI 01:00PM ET",0,"CHI"
"WR","Deonte Thompson",3000,"ATL@CHI 01:00PM ET",3.806,"CHI"
"WR","Rueben Randle",3000,"ATL@CHI 01:00PM ET",0,"CHI"
"WR","Alton Howard",3000,"ATL@CHI 01:00PM ET",0,"CHI"
"WR","Daniel Braverman",3000,"ATL@CHI 01:00PM ET",0.000,"CHI"
"RB","Tra Carson",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"RB","Darrin Laufasa",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"RB","Jarveon Williams",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"RB","Stanley Williams",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"RB","Cedric Peerman",3000,"BAL@CIN 01:00PM ET",0.250,"CIN"
"WR","Jake Kumerow",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"WR","Josh Malone",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"WR","Kermit Whitfield",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"WR","Alonzo Russell",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"WR","Chris Brown",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"WR","Karel Hamilton",3000,"BAL@CIN 01:00PM ET",0,"CIN"
"WR","Cody Core",3000,"BAL@CIN 01:00PM ET",4.625,"CIN"
"WR","Alex Erickson",3000,"BAL@CIN 01:00PM ET",0.819,"CIN"
"RB","Bobby Rainey",3000,"BAL@CIN 01:00PM ET",2.650,"BAL"
"RB","Javorius Allen",3000,"BAL@CIN 01:00PM ET",0.988,"BAL"
"RB","Kenneth Dixon",3000,"BAL@CIN 01:00PM ET",8.533,"BAL"
"RB","Ricky Ortiz",3000,"BAL@CIN 01:00PM ET",0,"BAL"
"RB","Taquan Mizzell",3000,"BAL@CIN 01:00PM ET",0,"BAL"
"RB","Lorenzo Taliaferro",3000,"BAL@CIN 01:00PM ET",1.333,"BAL"
"WR","Chris Moore",3000,"BAL@CIN 01:00PM ET",0.900,"BAL"
"WR","Vince Mayle",3000,"BAL@CIN 01:00PM ET",0.000,"BAL"
"WR","Quincy Adeboyejo",3000,"BAL@CIN 01:00PM ET",0,"BAL"
"WR","Tim White",3000,"BAL@CIN 01:00PM ET",0,"BAL"
"WR","Chris Matthews",3000,"BAL@CIN 01:00PM ET",0,"BAL"
"WR","Kenny Bell",3000,"BAL@CIN 01:00PM ET",0,"BAL"
"WR","Michael Campanaro",3000,"BAL@CIN 01:00PM ET",2.400,"BAL"
"WR","Griff Whalen",3000,"BAL@CIN 01:00PM ET",0.525,"BAL"
"WR","Keenan Reynolds",3000,"BAL@CIN 01:00PM ET",0,"BAL"
"WR","C.J. Board",3000,"BAL@CIN 01:00PM ET",0,"BAL"
"RB","Matthew Dayes",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"RB","Danny Vitale",3000,"PIT@CLE 01:00PM ET",0.744,"CLE"
"RB","Brandon Wilds",3000,"PIT@CLE 01:00PM ET",1.675,"CLE"
"RB","Terrence Magee",3000,"PIT@CLE 01:00PM ET",0.600,"CLE"
"WR","Rannell Hall",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"WR","Jordan Payton",3000,"PIT@CLE 01:00PM ET",0.325,"CLE"
"WR","Richard Mullaney",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"WR","Rashard Higgins",3000,"PIT@CLE 01:00PM ET",0.856,"CLE"
"WR","Mario Alford",3000,"PIT@CLE 01:00PM ET",0.000,"CLE"
"WR","Ricardo Louis",3000,"PIT@CLE 01:00PM ET",2.406,"CLE"
"WR","Rasheed Bailey",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"WR","Jordan Leslie",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"WR","Josh Boyce",3000,"PIT@CLE 01:00PM ET",0,"CLE"
"RB","Terrell Watson",3000,"PIT@CLE 01:00PM ET",10.300,"PIT"
"RB","Trey Williams",3000,"PIT@CLE 01:00PM ET",0,"PIT"
"RB","Brandon Brown-Dukes",3000,"PIT@CLE 01:00PM ET",0,"PIT"
"RB","DeAngelo Williams",3000,"PIT@CLE 01:00PM ET",9.754,"PIT"
"RB","Roosevelt Nix",3000,"PIT@CLE 01:00PM ET",0.192,"PIT"
"RB","Knile Davis",3000,"PIT@CLE 01:00PM ET",0.936,"PIT"
"WR","Darrius Heyward-Bey",3000,"PIT@CLE 01:00PM ET",3.100,"PIT"
"WR","Marcus Tucker",3000,"PIT@CLE 01:00PM ET",0,"PIT"
"WR","Demarcus Ayers",3000,"PIT@CLE 01:00PM ET",5.450,"PIT"
"WR","Cobi Hamilton",3000,"PIT@CLE 01:00PM ET",4.821,"PIT"
"WR","Canaan Severin",3000,"PIT@CLE 01:00PM ET",0,"PIT"
"TE","Jesse James",3000,"PIT@CLE 01:00PM ET",6.079,"PIT"
"RB","Tion Green",3000,"ARI@DET 01:00PM ET",0,"DET"
"RB","Mike James",3000,"ARI@DET 01:00PM ET",2.025,"DET"
"RB","Matt Asiata",3000,"ARI@DET 01:00PM ET",8.344,"DET"
"WR","Keshawn Martin",3000,"ARI@DET 01:00PM ET",-1.000,"DET"
"WR","Ryan Spadola",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","TJ Jones",3000,"ARI@DET 01:00PM ET",3.575,"DET"
"WR","Jared Abbrederis",3000,"ARI@DET 01:00PM ET",0.360,"DET"
"WR","Jace Billingsley",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Michael Rector",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Dontez Ford",3000,"ARI@DET 01:00PM ET",0,"DET"
"WR","Noel Thomas",3000,"ARI@DET 01:00PM ET",0,"DET"
"RB","T.J. Logan",3000,"ARI@DET 01:00PM ET",0,"ARI"
"RB","James Summers",3000,"ARI@DET 01:00PM ET",0,"ARI"
"RB","Elijhaa Penny",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Chris Hubert",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Carlton Agudosi",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Krishawn Hogan",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Jeremy Ross",3000,"ARI@DET 01:00PM ET",2.283,"ARI"
"WR","Marquis Bundy",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Aaron Dobson",3000,"ARI@DET 01:00PM ET",0,"ARI"
"WR","Brittan Golden",3000,"ARI@DET 01:00PM ET",1.767,"ARI"
"WR","Chad Williams",3000,"ARI@DET 01:00PM ET",0,"ARI"
"RB","Dare Ogunbowale",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"RB","Akeem Hunt",3000,"JAX@HOU 01:00PM ET",2.030,"HOU"
"RB","Tyler Ervin",3000,"JAX@HOU 01:00PM ET",0.221,"HOU"
"RB","Jay Prosch",3000,"JAX@HOU 01:00PM ET",0.153,"HOU"
"WR","Dres Anderson",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","DeAndrew White",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","Devin Street",3000,"JAX@HOU 01:00PM ET",0.500,"HOU"
"WR","Justin Hardee",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","Riley McCarron",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","Chris Thompson",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"WR","Wendall Williams",3000,"JAX@HOU 01:00PM ET",3.833,"HOU"
"WR","Marcus Leak",3000,"JAX@HOU 01:00PM ET",0,"HOU"
"RB","Tyler Gaffney",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"RB","Tommy Bohanon",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"RB","Tim Cook",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"RB","Marquez Williams",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"RB","Corey Grant",3000,"JAX@HOU 01:00PM ET",3.536,"JAX"
"RB","I'Tavius Mathers",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Keelan Cole",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Dede Westbrook",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Arrelious Benn",3000,"JAX@HOU 01:00PM ET",1.507,"JAX"
"WR","Kenneth Walker III",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Amba Etta-Tawo",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Larry Pinkard",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Rashad Greene Sr.",3000,"JAX@HOU 01:00PM ET",0.900,"JAX"
"WR","Jamal Robinson",3000,"JAX@HOU 01:00PM ET",0,"JAX"
"WR","Shane Wynn",3000,"JAX@HOU 01:00PM ET",0.680,"JAX"
"RB","Senorise Perry",3000,"TB@MIA 01:00PM ET",0,"MIA"
"RB","De'Veon Smith",3000,"TB@MIA 01:00PM ET",0,"MIA"
"RB","Storm Johnson",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Isaiah Ford",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Rashawn Scott",3000,"TB@MIA 01:00PM ET",0.000,"MIA"
"WR","Jakeem Grant",3000,"TB@MIA 01:00PM ET",0.300,"MIA"
"WR","Francis Owusu",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Drew Morgan",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Damore'ea Stringfellow",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Leonte Carroo",3000,"TB@MIA 01:00PM ET",0.850,"MIA"
"WR","Jordan Westerkamp",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Malcolm Lewis",3000,"TB@MIA 01:00PM ET",0,"MIA"
"WR","Mitch Mathews",3000,"TB@MIA 01:00PM ET",0,"MIA"
"RB","Austin Johnson",3000,"TB@MIA 01:00PM ET",0.000,"TB"
"RB","Peyton Barber",3000,"TB@MIA 01:00PM ET",2.407,"TB"
"RB","Russell Hansbrough",3000,"TB@MIA 01:00PM ET",0.000,"TB"
"RB","Quayvon Hicks",3000,"TB@MIA 01:00PM ET",0,"TB"
"RB","Blake Sims",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Donteea Dye",3000,"TB@MIA 01:00PM ET",0.000,"TB"
"WR","Vincent Jackson",3000,"TB@MIA 01:00PM ET",6.460,"TB"
"WR","Chris Godwin",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Bernard Reedy",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Freddie Martino",3000,"TB@MIA 01:00PM ET",2.169,"TB"
"WR","Shaq Hill",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Josh Huff",3000,"TB@MIA 01:00PM ET",4.080,"TB"
"WR","Bobo Wilson",3000,"TB@MIA 01:00PM ET",0,"TB"
"WR","Derel Walker",3000,"TB@MIA 01:00PM ET",0,"TB"
"TE","O.J. Howard",3000,"TB@MIA 01:00PM ET",0,"TB"
"RB","Akeem Judd",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","Khalfani Muhammad",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","Brandon Radcliff",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","Joe Bacci",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","Jalston Fowler",3000,"OAK@TEN 01:00PM ET",0.169,"TEN"
"RB","David Fluellen",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Harry Douglas",3000,"OAK@TEN 01:00PM ET",3.273,"TEN"
"WR","Eric Weems",3000,"OAK@TEN 01:00PM ET",0.000,"TEN"
"WR","Darius Jennings",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Mekale McKay",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Tre McBride",3000,"OAK@TEN 01:00PM ET",0.000,"TEN"
"WR","KeVonn Mabon",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Jonathan Krause",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"WR","Giovanni Pascascio",3000,"OAK@TEN 01:00PM ET",0,"TEN"
"RB","Jamize Olawale",3000,"OAK@TEN 01:00PM ET",3.412,"OAK"
"RB","George Atkinson III",3000,"OAK@TEN 01:00PM ET",0.588,"OAK"
"RB","John Crockett",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"WR","Cordarrelle Patterson",3000,"OAK@TEN 01:00PM ET",7.475,"OAK"
"WR","Ishmael Zamora",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"WR","Isaac Whitney",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"WR","Johnny Holton",3000,"OAK@TEN 01:00PM ET",0.544,"OAK"
"WR","K.J. Brent",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"WR","Keon Hatcher",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"WR","Jaydon Mickens",3000,"OAK@TEN 01:00PM ET",0,"OAK"
"RB","Corey Clement",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"RB","Byron Marshall",3000,"PHI@WAS 01:00PM ET",3.467,"PHI"
"WR","Marcus Johnson",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","David Watford",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","Paul Turner",3000,"PHI@WAS 01:00PM ET",5.400,"PHI"
"WR","Bryce Treggs",3000,"PHI@WAS 01:00PM ET",1.300,"PHI"
"WR","Mack Hollins",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","Shelton Gibson",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"WR","Greg Ward Jr.",3000,"PHI@WAS 01:00PM ET",0,"PHI"
"RB","Matt Jones",3000,"PHI@WAS 01:00PM ET",9.256,"WAS"
"RB","Kenny Hilliard",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"RB","Mack Brown",3000,"PHI@WAS 01:00PM ET",1.667,"WAS"
"WR","Maurice Harris",3000,"PHI@WAS 01:00PM ET",1.460,"WAS"
"WR","Kendal Thompson",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","Matt Hazel",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","Zach Pascal",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","Levern Jacobs",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","James Quick",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"WR","Robert Davis",3000,"PHI@WAS 01:00PM ET",0,"WAS"
"TE","Vernon Davis",3000,"PHI@WAS 01:00PM ET",7.144,"WAS"
"DST","Redskins ",3000,"PHI@WAS 01:00PM ET",5.938,"WAS"
"RB","Troymaine Pope",3000,"IND@LAR 04:05PM ET",1.475,"IND"
"RB","Dalton Crossan",3000,"IND@LAR 04:05PM ET",0,"IND"
"RB","Christine Michael",3000,"IND@LAR 04:05PM ET",8.228,"IND"
"RB","Josh Ferguson",3000,"IND@LAR 04:05PM ET",2.225,"IND"
"WR","Chester Rogers",3000,"IND@LAR 04:05PM ET",3.307,"IND"
"WR","Harvey Binford",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","Quan Bray",3000,"IND@LAR 04:05PM ET",1.217,"IND"
"WR","Chris Briggs",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","Bug Howard",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","JoJo Natson Jr.",3000,"IND@LAR 04:05PM ET",0,"IND"
"WR","Tevaun Smith",3000,"IND@LAR 04:05PM ET",0.000,"IND"
"WR","Fred Brown",3000,"IND@LAR 04:05PM ET",0,"IND"
"RB","Aaron Green",3000,"IND@LAR 04:05PM ET",0.000,"LAR"
"RB","Lance Dunbar",3000,"IND@LAR 04:05PM ET",2.664,"LAR"
"RB","Justin Davis",3000,"IND@LAR 04:05PM ET",0,"LAR"
"RB","De'Mard Llorens",3000,"IND@LAR 04:05PM ET",0,"LAR"
"RB","Sam Rogers",3000,"IND@LAR 04:05PM ET",0,"LAR"
"RB","Lenard Tillery",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Justin Thomas",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Paul McRoberts",3000,"IND@LAR 04:05PM ET",0.800,"LAR"
"WR","Brandon Shippen",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Nelson Spruce",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Shakeir Ryan",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","C.J. Germany",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Josh Reynolds",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","K.D. Cannon",3000,"IND@LAR 04:05PM ET",0,"LAR"
"WR","Mike Thomas",3000,"IND@LAR 04:05PM ET",0.380,"LAR"
"RB","Kalif Phillips",3000,"SEA@GB 04:25PM ET",0,"GB"
"RB","Joe Kerridge",3000,"SEA@GB 04:25PM ET",0.000,"GB"
"RB","Aaron Ripkowski",3000,"SEA@GB 04:25PM ET",3.426,"GB"
"RB","William Stanback",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","DeAngelo Yancey",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","Michael Clark",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","Montay Crockett",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","Trevor Davis",3000,"SEA@GB 04:25PM ET",0.800,"GB"
"WR","Max McCaffrey",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","Colby Pearson",3000,"SEA@GB 04:25PM ET",0,"GB"
"WR","Geronimo Allison",3000,"SEA@GB 04:25PM ET",4.285,"GB"
"WR","Malachi Dupre",3000,"SEA@GB 04:25PM ET",0,"GB"
"RB","J.D. McKissic",3000,"SEA@GB 04:25PM ET",1.867,"SEA"
"RB","Mike Davis",3000,"SEA@GB 04:25PM ET",1.938,"SEA"
"RB","Alex Collins",3000,"SEA@GB 04:25PM ET",3.492,"SEA"
"RB","Kyle Coleman",3000,"SEA@GB 04:25PM ET",0,"SEA"
"RB","Chris Carson",3000,"SEA@GB 04:25PM ET",0,"SEA"
"RB","Tre Madden",3000,"SEA@GB 04:25PM ET",0,"SEA"
"RB","Marcel Reece",3000,"SEA@GB 04:25PM ET",2.967,"SEA"
"WR","Jamel Johnson",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Tanner McEvoy",3000,"SEA@GB 04:25PM ET",2.295,"SEA"
"WR","Amara Darboh",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Cyril Grayson",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","David Moore",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Kenny Lawler",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Darreus Rogers",3000,"SEA@GB 04:25PM ET",0,"SEA"
"WR","Kasen Williams",3000,"SEA@GB 04:25PM ET",0.000,"SEA"
"RB","Matt Breida",3000,"CAR@SF 04:25PM ET",0,"SF"
"RB","Tyler McCloskey",3000,"CAR@SF 04:25PM ET",0,"SF"
"RB","Kyle Juszczyk",3000,"CAR@SF 04:25PM ET",4.613,"SF"
"RB","Raheem Mostert",3000,"CAR@SF 04:25PM ET",0.200,"SF"
"RB","Kapri Bibbs",3000,"CAR@SF 04:25PM ET",2.367,"SF"
"WR","DeAndre Carter",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Trent Taylor",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Louis Murphy",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Tim Patrick",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Victor Bolden Jr.",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","Aaron Burbridge",3000,"CAR@SF 04:25PM ET",0.925,"SF"
"WR","Kendrick Bourne",3000,"CAR@SF 04:25PM ET",0,"SF"
"WR","DeAndre Smelter",3000,"CAR@SF 04:25PM ET",1.650,"SF"
"RB","Cameron Artis-Payne",3000,"CAR@SF 04:25PM ET",9.500,"CAR"
"RB","Darrel Young",3000,"CAR@SF 04:25PM ET",0,"CAR"
"RB","Alex Armah",3000,"CAR@SF 04:25PM ET",0,"CAR"
"RB","Jalen Simmons",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Fred Ross",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Keyarris Garrett",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Mose Frazier",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Austin Duke",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Damiere Byrd",3000,"CAR@SF 04:25PM ET",2.600,"CAR"
"WR","Kaelin Clay",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Trevor Graham",3000,"CAR@SF 04:25PM ET",0,"CAR"
"WR","Brenton Bersin",3000,"CAR@SF 04:25PM ET",0.370,"CAR"
"RB","Keith Smith",3000,"NYG@DAL 08:30PM ET",0.324,"DAL"
"RB","Ronnie Hillman",3000,"NYG@DAL 08:30PM ET",3.675,"DAL"
"WR","Brice Butler",3000,"NYG@DAL 08:30PM ET",3.288,"DAL"
"WR","Ryan Switzer",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Noah Brown",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Brian Brown",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Uzoma Nwachukwu",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Andy Jones",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Javontee Herndon",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"WR","Lance Lenoir",3000,"NYG@DAL 08:30PM ET",0,"DAL"
"RB","Shaun Draughn",3000,"NYG@DAL 08:30PM ET",6.869,"NYG"
"RB","Rashad Jennings",3000,"NYG@DAL 08:30PM ET",10.193,"NYG"
"RB","Shane Smith",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"RB","Jacob Huesman",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"RB","Khalid Abdullah",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Jerome Lane",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Travis Rudolph",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Kevin Snead",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Keeon Johnson",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Darius Powe",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Kevin Norwood",3000,"NYG@DAL 08:30PM ET",0,"NYG"
"WR","Dwayne Harris",3000,"NYG@DAL 08:30PM ET",0.429,"NYG"
"TE","Julius Thomas",2900,"TB@MIA 01:00PM ET",9.122,"MIA"
"DST","Seahawks ",2900,"SEA@GB 04:25PM ET",7.278,"SEA"
"DST","Cowboys ",2900,"NYG@DAL 08:30PM ET",5.588,"DAL"
"TE","Evan Engram",2900,"NYG@DAL 08:30PM ET",0,"NYG"
"TE","Zach Miller",2800,"ATL@CHI 01:00PM ET",11.960,"CHI"
"TE","Benjamin Watson",2800,"BAL@CIN 01:00PM ET",0,"BAL"
"DST","Ravens ",2800,"BAL@CIN 01:00PM ET",7.875,"BAL"
"DST","Cardinals ",2800,"ARI@DET 01:00PM ET",9.188,"ARI"
"DST","Dolphins ",2800,"TB@MIA 01:00PM ET",7.294,"MIA"
"TE","Vance McDonald",2800,"CAR@SF 04:25PM ET",7.918,"SF"
"TE","Austin Seferian-Jenkins",2700,"NYJ@BUF 01:00PM ET",3.822,"NYJ"
"TE","David Njoku",2700,"PIT@CLE 01:00PM ET",0,"CLE"
"TE","Jermaine Gresham",2700,"ARI@DET 01:00PM ET",5.506,"ARI"
"TE","Ryan Griffin",2700,"JAX@HOU 01:00PM ET",6.172,"HOU"
"DST","Eagles ",2700,"PHI@WAS 01:00PM ET",8.938,"PHI"
"TE","Erik Swoope",2700,"IND@LAR 04:05PM ET",3.169,"IND"
"DST","Colts ",2700,"IND@LAR 04:05PM ET",5.563,"IND"
"TE","Richard Rodgers",2700,"SEA@GB 04:25PM ET",4.184,"GB"
"TE","Maxx Williams",2600,"BAL@CIN 01:00PM ET",0.000,"BAL"
"DST","Lions ",2600,"ARI@DET 01:00PM ET",5.235,"DET"
"DST","Titans ",2600,"OAK@TEN 01:00PM ET",5.938,"TEN"
"TE","Tyler Higbee",2600,"IND@LAR 04:05PM ET",1.594,"LAR"
"TE","Garrett Celek",2600,"CAR@SF 04:25PM ET",5.063,"SF"
"TE","Will Tye",2600,"NYG@DAL 08:30PM ET",6.124,"NYG"
"DST","Giants ",2600,"NYG@DAL 08:30PM ET",8.471,"NYG"
"TE","Nick O'Leary",2500,"NYJ@BUF 01:00PM ET",1.400,"BUF"
"TE","Wes Saxton",2500,"NYJ@BUF 01:00PM ET",0,"BUF"
"TE","Jason Croom",2500,"NYJ@BUF 01:00PM ET",0,"BUF"
"TE","Logan Thomas",2500,"NYJ@BUF 01:00PM ET",0,"BUF"
"TE","Eric Tomlinson",2500,"NYJ@BUF 01:00PM ET",0.000,"NYJ"
"TE","Chris Gragg",2500,"NYJ@BUF 01:00PM ET",0,"NYJ"
"TE","Jordan Leggett",2500,"NYJ@BUF 01:00PM ET",0,"NYJ"
"TE","Jason Vander Laan",2500,"NYJ@BUF 01:00PM ET",0,"NYJ"
"TE","Eric Saubert",2500,"ATL@CHI 01:00PM ET",0,"ATL"
"TE","Levine Toilolo",2500,"ATL@CHI 01:00PM ET",3.194,"ATL"
"TE","Alex Gray",2500,"ATL@CHI 01:00PM ET",0,"ATL"
"TE","Jacob Tamme",2500,"ATL@CHI 01:00PM ET",7.625,"ATL"
"TE","Joshua Perkins",2500,"ATL@CHI 01:00PM ET",1.320,"ATL"
